Company_name,Rating,Location,Job_title,Description,Salary,Job_age,Easy_apply,Employees,Type_of_ownership,Sector,Founded,Industry,Revenue_USD,Friend_recommend,CEO_approval,Career_opportunities,Comp_&_benefits,Culture_&_values,Senior_management,Work/Life_balance,Pros,Cons,Benefits_rating,Benefits_reviews
Conecto Networks,,Moordrecht,Monteur / Engineer,"Conecto Networks zoekt een Monteur / Engineer
Ben jij toe aan een nieuwe stap in je carrière? Wij zijn opzoek naar monteurs en engineers die de ambitie hebben door te groeien naar een leidinggevende positie.
Jij staat voor kwaliteit en klantwaarde.
Over Conecto Networks
Conecto Networks is uw betrouwbare en stabiele partner van ICT infrastructuur met een hoog oplossend vermogen. Als doorgewinterde specialist in ons vakgebied zetten wij dagelijks onze kennis en ervaring in om complete ICT infrastructuur te ontwerpen en aan te leggen. Elke aanleg van een netwerk is een tot in detail uitgewerkt proces waarbij goed denkwerk van gecertificeerde professionals de basis vormen.",,4d,True,,,,,,,,,,,,,,,,,
Rometron BV / www.rometron.nl,,Steenderen,Vacature Engineer Industriële Automatisering,"Wie zijn wij?
Rometron is een bedrijf dat WEED-IT© ontwikkelt. WEED-IT© is een technologie waarmee het mogelijk is om selectief onkruid in het veld te detecteren en te bestrijden. De ontwikkeling van deze onkruidbestrijdingsmachines stamt al uit 1999 en is ontstaan vanuit een onderzoeksproject in samenspraak met de Wageningen Universiteit. Oorspronkelijk is de machine ontwikkeld om onkruid te bestrijden in het publieke domein zoals stoepen, straten en pleinen.
Sinds 2015 is het bedrijf zich volledig gaan toeleggen op de landbouw en dan met name op de grote (internationale) velden, omdat daar veel kosten op bestrijdingsmiddelen kunnen worden bespaard. Op dit moment zijn we vooral actief in Brazilië, Argentinië, Australië en Noord Amerika. Zowel de hard- als de software voor WEED-IT© worden in Nederland geproduceerd en geassembleerd.",,17d,True,,,,,,,,,,,,,,,,,
Hero Balancer,,Spanbroek,Systeembeheerder,"Ben jij één van de drie systeembeheerders die wij zoeken? Ons Smart Building Platform groeit enorm, zowel qua aantal gebruikers en features. Daarom zoeken wij maar liefst drie mensen die nu bijvoorbeeld systeembeheerder of HVAC engineer zijn. Wordt jij blij van afwisselend en leerzaam werk waarbij je met jouw gezellige collega’s bijdraagt aan duurzamere en gezondere gebouwen? Lees dan vooral verder, dit zou wel eens jouw nieuwe baan kunnen zijn!
Wie zijn wij?
Wij, Hero Balancer, zijn een jong team van zo’n 25 enthousiastelingen die de wereld een stukje duurzamer willen maken. Wij maken een eind aan de verspilling van energie in grote gebouwen en maken ze gezonder. Met onze slimme software zorgen wij ervoor dat de klimaatinstallaties in oa scholen en kantoren een stuk efficiënter gaan werken. Gemiddeld levert dat onze klanten een energiebesparing van 23% op, in euro’s en in CO2 uitstoot.",,30d+,True,,,,,,,,,,,,,,,,,
Gamebasics Studio - Miniclip NL,,Zoetermeer,Backend Software Engineer C# .NET,"We zijn op zoek naar teamleden die zelfstandig in staat zijn om oplossingen te vinden, lef hebben, resultaatgericht werken en stressbestendig zijn. Je wordt lid van een multidisciplinair team, dus er wordt ook van je verwacht dat je zeer goed kunt samenwerken en oog hebt voor de mensen om je heen. Met creatieve oplossingen lever je een bijdrage aan de beste game-ervaring voor onze miljoenen gebruikers wereldwijd. Je hebt een goede balans tussen precisie en snelheid om oprecht trots te kunnen zijn op de kwaliteit van je werk. Je voelt je verantwoordelijk, maar verliest het proces en onze gebruikers nooit uit het oog.
Naast het uitbreiden van Online Soccer Manager met nieuwe features werk je in een multidisciplinair DevOps-team aan performance optimalisaties, uptime, refactoren van oude code en het wegwerken van bugs. Je werkt met .NET Core aan onze microservice-architectuur die wordt gehost in Kubernetes. RabbitMQ gebruiken we om de microservices onderling te laten communiceren en analytische data naar ons datawarehouse van Google BigQuery te sturen.

Je hebt..",,30d+,True,,,,,,,,,,,,,,,,,
Wasco,4.2,Apeldoorn,Teamleider Logistieke Engineering,"Ben jij de leider daar waar data, proces en logistiek elkaar raken? Iemand die enthousiast wordt van de 42.000 vierkante meters die onze distributiecentra tellen en daar samen met een hecht team continue verbeteringen wil aanbrengen? Lees door!
Jouw nieuwe job
Als teamleider Procesmanagement geef je leiding aan een team van logistiek engineers en ben je in staat om richting te geven aan onze logistieke projecten. Projecten met impact. Als teamleider coach en motiveer je een team bestaande uit drie talentvolle engineers, maar leid je daarnaast ook zelf uitdagende engineering projecten.
Je coacht het team en helpt hen om hun hard en soft skills te ontwikkelen en daarmee hun engineeringskwaliteiten naar een hoger niveau te brengen. Je denkt daarbij niet alleen aan wat vandaag nodig is, maar óók aan morgen en volgend jaar. Wat komt er op ons af en hoe anticiperen we daar op met onze logistieke processen?",,30d+,True,201 to 500,Company - Public,Transportation & Logistics,,Taxi & Car Services,,0.78,1.0,4.0,3.6,3.5,3.5,3.8,"['""Lots of learning opportunities"" (in 1 reviews)', '""Good knowledge and good experience"" (in 1 reviews)', '""Nice colleages Good communication on the workfloor"" (in 1 reviews)', '""Initiative and ownership are positively encouraged"" (in 1 reviews)']","['""no parking space when the lot is full"" (in 1 reviews)']",,
Luchtverkeersleider.nl,2.9,Schiphol,Engineer elektrotechniek,"Functie groep
Facilitair
Uren per week
38 uur
De afdeling
De afdeling GSI is verantwoordelijk voor het in stand houden van de gebouwen en bijbehorende infrastructuur én het optimaliseren van de facilitaire dienstverlening naar onze klanten binnen en buiten de LVNL organisatie. Om dit te realiseren is GSI verantwoordelijk voor zowel het ontwerp, het onderhoud, het leveren van facilitaire diensten, als eventuele vervanging van installaties en innovatie. Daarnaast heeft GSI een adviserende en coördinerende betrokkenheid bij veel LVNL projecten. GSI zal zich in de komende tijd verder ontwikkelen als partner van de bedrijfsonderdelen en in haar regievoering op leveranciers om de overeengekomen resultaten te garanderen",,30d+,False,201 to 500,Company - Private,,1923,,,0.33,,3.3,3.8,2.3,2.4,3.0,['No Pros have been reported by the Glassdoor community.'],"['""Slecht management"" (in 1 reviews)']",,
J de Jonge,3.9,Vlaardingen,Energy & Sustainability Engineer,"J de Jonge Group is op zoek naar een gemotiveerde Energy & Sustainability Engineer. In deze rol zal je verantwoordelijk zijn voor het reduceren van onze CO2 footprint, verduurzamen van onze projecten en reduceren van afvalstromen. Je zal werken aan projecten die gericht zijn op het verminderen van onze milieubelasting en het verhogen van de energie/stikstof-efficiëntie van onze projecten en productieactiviteiten.
Als Energy & Sustainability Engineer bij J de Jonge zal je de volgende taken hebben:
Identificeren van de huidige footprint en afval stromen
Ontwikkelen van duurzame energie- en milieustrategieën voor onze operaties
Wel op de hoogte blijven van nieuwe technologieën en die bij ons introduceren.
Identificeren van mogelijkheden voor het verminderen van onze milieubelasting, afvalstromen en reduceren stikstof op onze bouwprojecten",,30d+,True,,,,,,,1.0,,3.7,4.3,4.0,4.3,4.0,,,,
STT Products bv,,Tolbert,Software Engineer Industriële Automatisering,"Software Engineer Industriële Automatisering
Vind jij het leuk om fijnmechanische, complexe machines in beweging te krijgen? En wil jij werken aan unieke projecten in de hightech machinebouw? Dan zoeken wij jou! Bij ons vind je uitdaging én vrijheid in je werk. Samen met een groep leuke collega’s bouwen we de mooiste machines.
Wat zijn jouw taken?
Als Software Engineer Industriële Automatisering verzorg je de besturingstechnische kant van de machines die wij ontwikkelen.
In overleg met de projectleider en de klant stel je de eisen en wensen vast. Vervolgens zoek jij uit welke besturingscomponenten hiervoor nodig zijn en teken jij of je collega het elektrisch schema.",,30d+,True,,,,,,,,,,,,,,,,,
CNCverspanen B.V,,Zoetermeer,Application Engineer - portal beheerder,"Als portalbeheerder binnen onze onderneming als toeleverancier van CNC-draai en CNC-freeswerk, ben jij verantwoordelijk voor het beheren en onderhouden van de online verkoopomgeving. Dit omvat het dagelijks controleren en bijwerken van de website en portal om ervoor te zorgen dat de data actueel en relevant is voor de klanten. Hieronder vind je een aantal taken die een portalbeheerder in de verspanende sector dagelijks kan uitvoeren.
Het verwerken van offerte-aanvragen voor CNC draai- en freeswerk die via de portal binnenkomen, deze worden binnen het team aan- en onderhanden genomen.
Het controleren en bijwerken van de actuele prijzen en calculaties van de producten die via onze portal worden aangeboden.
Het beantwoorden van vragen van klanten over de producten en diensten die via de portal worden aangeboden.",,3d,True,,,,,,,,,,,,,,,,,
Bell Dredging Pumps,,Winkel,Mechanical Engineer,"Bell Dredging Pumps B.V. is een gezonde en sterk groeiende internationale organisatie met een no nonsens mentaliteit. De organisatie is een financieel daadkrachtig Nederlands maakbedrijf waar dredging en offshore equipment wordt ontwikkeld en geproduceerd. Vanuit Winkel (Noord-Holland) ontwikkelen, produceren en leveren we wereldwijd hydraulische en elektrische baggerpompen, aggregaten, amfibie kranen en cutter dredgers onder het merk Bell; van Duitsland tot Dubai, van Colombia tot China.
Door de groei van ons marktaandeel is er binnen Bell Dredging Pumps B.V. een vacature ontstaan voor een:
Mechanical ENGINEER
Verantwoordelijkheden
In deze functie ben je verantwoordelijk voor het mechanisch ontwerp van onze (hydraulische) aandrijfsystemen welke nodig zijn voor het aandrijven van onze producten. We zoeken een Mechanical Engineer met enige ervaring, bij voorkeur opgedaan in de maakindustrie van hydraulische systemen. Je ontwerpt en selecteert alle mechanische onderdelen voor onze standaard-, special- en service-units. Je bent ervaren in het opzetten van de juiste processen om alle gekozen aandrijfcomponenten optimaal met elkaar samen te laten werken. Het e.e.a. wordt eenduidig vastgelegd in 3D-modellen en 2D-tekeningen. Het structureel onderhouden van de relevante product data in ons product data managementsysteem is dan ook een belangrijke taak. Je bent de spin in het web als het gaat om mechanische ontwerpen van onze aandrijfsystemen, waarbij al je ontwerpen in-house zullen worden getest tijdens de productiefase.",,30d+,True,,,,,,,,,,,,,,,,,
KPI Solutions B.V.,,Nijmegen,Data Engineering stagiair(e),"Functieomschrijving
Als data engineer stagiair(e) binnen KPI draai je vanaf dag 1 volledig mee. Je wordt opgenomen in een team, neemt deel aan teammeetings en gaat direct aan de slag in de praktijk. Je zult bijvoorbeeld taken verrichten zoals het ophalen en verwerken van alle data van onze klanten volgens het ETL proces. Met deze data kunnen onze Business Intelligence specialisten aan de slag met het ontwikkelen van Power BI rapportages en dashboards. Uiteraard word je bij deze taken begeleid door je stagebegeleider, welke ook altijd bereikbaar is voor je. Je kunt natuurlijk zelf ook invulling geven aan je stage, want wij staan open voor verschillende stageopdrachten of meewerkstages. Benieuwd wat we voor jou kunnen betekenen? We gaan graag met je in gesprek!
Wie ben jij?",,30d+,True,,Company - Public,,,,,,,,,,,,,,,
Nivel,3.7,Utrecht,Data Engineer Nivel Zorgregistraties Eerste Lijn,"Data Engineer Nivel Zorgregistraties Eerste Lijn
Het Nivel zoekt een data engineer (ofwel dataspecialist) voor beheer en analyse van zorgdata uit Nivel Zorgregistraties Eerste Lijn, en de verwerking van deze data tot informatie over zorg (32 tot 36 uur per week).
Het Nivel, kennis voor betere zorg
Bij het Nivel, Nederlands Instituut voor Onderzoek van de Gezondheidszorg, voeren we elk jaar meer dan honderd onderzoeksprojecten uit op het gebied van de gezondheidszorg. In het Engels heet ons type onderzoek Health Services Research. In veel projecten werken we samen met partijen die na het afronden van een onderzoek met de resultaten aan de slag gaan. Dit kunnen onderzoeks- of overheidsorganen zijn, maar ook universiteiten, beroepsverenigingen, patiëntenverenigingen en andere zorgprofessionals. Bij het Nivel werken in totaal ongeveer 190 professionals en we zijn gehuisvest op een mooie locatie op loopafstand van Centraal Station Utrecht. Meer weten? Bekijk de video Het Nivel in 2 minuten.",,7d,False,201 to 500,,,1957,,$25 to $100 million,0.6,1.0,3.2,2.4,3.7,3.1,3.0,,,,
